gene	disease	disease_code	nsnp	PP_H0	PP_H1	PP_H2	PP_H3	PP_H4
ERBB2	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	4341	9.039042101037722e-31	2.6168432145160554e-21	1.4159168677221803e-10	0.4093236050302148	0.5906763948281926
CEBPB	Arthrosis	M13_ARTHROSIS	5774	8.723892848470724e-53	0.009653967172863601	3.6481928613968496e-51	0.40312629137044326	0.5872197414566874
TLR1	Allergic asthma (mode)	ALLERG_ASTHMA	6268	6.270924022213062e-122	0.0005533643121748444	4.7013790575252294e-119	0.41427799653799097	0.5851686391498249
ERBB3	Type1 diabetes, definitions combined, early onset	T1D_EARLY	3989	6.56951932491878e-96	3.671835220996838e-09	7.436508238934248e-88	0.41505631593777137	0.5849436803903908
PLAUR	Hard cardiovascular diseases	I9_CVD_HARD	6392	2.6587315402426247e-27	0.0010301910710098967	1.1038420023290674e-24	0.42713896183463645	0.5718308470943568
STX3	Diverticular disease of intestine	K11_DIVERTIC	5215	2.7428754451125114e-107	0.0029959245146500588	4.048652338837649e-105	0.44166148555047463	0.5553425899348815
LTBP2	Primary open-angle glaucoma, strict	H7_GLAUCOMA_POAG	5062	2.8130613113478575e-60	8.286366581579198e-06	1.5358273888277943e-55	0.4518568197552969	0.5481348938781095
ERBB2	Allergic asthma (mode)	ALLERG_ASTHMA	4341	1.438858874185212e-26	4.1669708520605675e-17	1.5735165946025103e-10	0.455149443204814	0.5448505566378351
MAPRE3	Dorsopathies	M13_DORSOPATHY	3821	3.4118408815422716e-76	0.003297273049726377	4.738686874508698e-74	0.4574171392543175	0.5392855876959433
NOMO1	Type 2 diabetes, definitions combined	T2D	3017	5.348401285969938e-69	0.00039260861896068665	6.333039201948447e-66	0.46435240806905076	0.5352549833119766
ADM	Other disorders of veins	I9_VEINSOTH	6327	0.0	0.0033135246946291324	0.0	0.4692789911070023	0.5274074841983949
ERBB3	Diabetic retinopathy (more control exclusions)	DM_RETINOPATHY_EXMORE	3989	4.800290979958309e-91	0.00026829632608348964	8.462105631207047e-88	0.4724340001140381	0.5272977035598763
MAPRE3	Other dorsopathies, not elsewhere classified	M13_DORSOPATHYOTH	3821	4.532550466003809e-76	0.004380349792667763	4.87912763781855e-74	0.47100429308016895	0.5246153571271571
DENR	Coxarthrosis	M13_ARTHTROSIS_COX	4584	4.125308074106123e-77	0.014111038371829261	1.3920242249591633e-75	0.47564588635927507	0.5102430752688982
TLR1	Chronic lower respiratory diseases	J10_LOWCHRON	6268	3.6146943033043645e-123	3.379887329541198e-05	5.311804933686349e-119	0.49617173840184403	0.5037944627248779
ERBB2	Asthma and allergy	ASTHMA_ALLERG	4341	2.36138109652796e-15	6.838819481691915e-06	1.7345869036346163e-10	0.501857317357281	0.498135843649775
ERBB3	Disorders of choroid and retina	H7_CHOROIDRETINA	3989	3.779046236869321e-89	0.021121259843946926	8.722480952850341e-88	0.4870115268749893	0.4918672132810653
SERPING1	Obesity	E4_OBESITY	5203	4.502043493775033e-249	0.0025816337768369327	8.968640278182474e-247	0.5138105056118351	0.48360786061133154
MAPRE3	Arthropathies	M13_ARTHROPATHIES	3821	2.092034255915705e-77	0.0002021768978359322	5.363200861598217e-74	0.5178246987682288	0.4819731243339262
IL24	Autoimmune diseases	AUTOIMMUNE	3432	3.7172474300372626e-57	0.016185937417841623	1.1585487750506561e-55	0.5039847865835559	0.4798292759985913
ACTA2	Primary_lymphoid and hematopoietic malignant neoplasms (controls excluding all cancers)	CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	6050	0.0	0.0007830392927547893	0.0	0.5324157990226548	0.46680116168368135
LILRB2	Chronic lower respiratory diseases	J10_LOWCHRON	7884	6.652141049954686e-102	0.022110608178343212	1.57095751771931e-100	0.5217039112201406	0.4561854806015212
LTBP2	Glaucoma	H7_GLAUCOMA	5062	4.597404684028534e-62	1.354246364345198e-07	1.851415247860286e-55	0.5449118179859229	0.4550880465894441
EVI2B	Artrosis, including avohilmo	M13_ARTHROSIS_INCLAVO	4491	1.1722055129129123e-42	1.2196543391870542e-05	5.259687581045452e-38	0.5468058703681816	0.4531819330884228
NUMB	Macular pucker	MACULAR_PUCKER	5646	1.7504077635052969e-69	0.001105427496077922	8.809983373179711e-67	0.5559301312309994	0.4429644412729156
HIP1R	Other heart diseases	FG_OTHHEART	4637	2.3100874632941312e-27	0.002480261987903479	5.2775803660139e-25	0.5662044583834315	0.43131527962866734
ADM	Atrial fibrillation and flutter	I9_AF	6327	0.0	0.011893406552562585	0.0	0.5655783333858242	0.4225282600616124
SPINK8	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	2470	8.702412181502588e-100	1.141046067406446e-08	4.4170748735729345e-92	0.5787383792823452	0.42126160930718354
JMJD1C	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	O15_ICP_WIDE	5289	5.986741082263941e-08	0.0008445217628901094	4.113359567197663e-05	0.5798332512468564	0.41928103352717006
LTBP3	Acne	L12_ACNE	3546	0.0	0.005451338017122114	0.0	0.5753340951443552	0.4192145668384775
TNFRSF4	Nasal polyp	J10_NASALPOLYP	4147	3.437849114714127e-120	0.0048966650973702695	4.068040488499811e-118	0.5790110789211348	0.416092255981488
HAVCR1	Disorders of lipoprotein metabolism and other lipidaemias	E4_LIPOPROT	6291	5.050541196544028e-29	5.474454807764929e-08	5.457816969059588e-22	0.5911826812196276	0.40881726403582697
ERBB3	Chronic lower respiratory diseases	J10_LOWCHRON	3989	6.242068752176914e-91	0.00034886165824602047	1.064870500397311e-87	0.594738305441185	0.40491283290057684
HAVCR1	Pure hypercholesterolaemia	E4_HYPERCHOL	6291	2.2328383844312057e-26	2.4202500985391043e-05	5.632541188111123e-22	0.6101406206144364	0.38983517688457864
ERBB2	Nasal polyp	J10_NASALPOLYP	4341	4.980263256930552e-13	0.001440993247571865	2.1069375288143936e-10	0.6092336193139929	0.3893253872272448
DENR	Atrial fibrillation and flutter	I9_AF	4584	1.2482450090566163e-77	0.004268573301326757	1.8082275864473483e-75	0.6179745651770013	0.37775686152168164
JMJD1C	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8 (more control exclusions)	O15_ICP_WIDE_EXMORE	5289	3.5276197325135004e-08	0.0004976170069433962	4.423574497849452e-05	0.6236273409207439	0.37583077105113544
ERBB2	Asthma-related infections	ASTHMA_INFECTIONS	4341	8.693232168334846e-31	2.5167296885704374e-21	2.1673932925129547e-10	0.6270971727962925	0.37290282698697064
IL4R	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	5914	5.0771563545124445e-186	7.205640722100036e-05	4.482362043035716e-182	0.6357850755776516	0.3641428680151358
ERBB2	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	4341	5.52901423549331e-31	1.601364098324834e-21	2.229373866660316e-10	0.6453371584775378	0.35466284129952586
LIF	Autoimmune diseases	AUTOIMMUNE	5206	4.9496239864137416e-08	7.983140563735838e-08	0.2628012741064917	0.4235527968391012	0.31364579972676265
CASP3	Colon adenocarcinoma, excluding all cancers (controls excluding all cancers)	C3_COLON_ADENO_EXALLC	6835	0.0	0.0030591243529313706	0.0	0.6837599428276868	0.3131809328194204
LIF	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	5206	9.250617114880038e-16	1.4919596913110079e-15	0.26343983673820826	0.42456952009056814	0.31199064317122005
LIF	Disorders of the thyroid gland	E4_THYROID	5206	1.8347438278197338e-16	2.9587656541359377e-16	0.2638550022443913	0.42518992765551145	0.31095507010009427
LILRB2	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	7884	2.2717639977315373e-103	0.0007550964907433941	2.0741368566927481e-100	0.6890983762656694	0.3101465272435748
LTBP3	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	3546	0.0	0.003934825365385865	0.0	0.6971030689764011	0.29896210565823983
LIF	Chronic diseases of tonsils and adenoids	J10_CHRONTONSADEN	5206	5.1984290639870594e-40	8.381790807751787e-40	0.26947886409229616	0.4342033046758535	0.2963178312318526
ASGR1	Metabolic disorders	E4_METABOLIA	6210	2.113716673881803e-46	0.0032158905553544307	4.619653013415224e-44	0.702557706328889	0.2942264031157539
LIF	Tonsillectomy and adenotomy	J10_TONSILLECTOMY	5206	9.799987292405503e-35	1.5801250395052353e-34	0.27089001597942564	0.4364835493188931	0.29262643470167604
IL18RAP	Asthma, unspecified (mode)	ASTHMA_NAS	5104	0.0	4.12556147278932e-09	0.0	0.7201781032580797	0.27982189261658663
FES	Gonarthrosis, primary, with knee surgery	M13_ARTHROSIS_KNEE_PRIM_KNEESURG	5936	0.0	0.0009747336920384801	0.0	0.7250371277892047	0.2739881385187178
CFH	Wet age-related macular degeneration	WET_AMD	4143	1.7216556951382577e-266	5.584706606835771e-236	2.2408034191290184e-31	0.7265983936526326	0.2734016063474143
SWAP70	Diseases of arteries, arterioles and capillaries (FINNGEN)	FG_DOAAC	5601	4.785039977898421e-261	0.00024736806212496254	1.434087970483998e-257	0.7411093783593518	0.2586432535785519
TLR1	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	6268	5.653007767369969e-122	0.0005001526333199013	8.446760420779463e-119	0.7470788478270307	0.25242099953963093
PIK3IP1	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	5764	0.0	0.0014888681184769118	0.0	0.7490263030795725	0.24948482880200135
FBN2	Acute appendicitis	K11_APPENDACUT	5789	0.0	0.005979614295871037	0.0	0.7446095416761267	0.24941084402817987
CTLA4	Graves disease, strict definition	E4_GRAVES_STRICT	4428	5.443120538565206e-88	2.2681387296079936e-24	1.8125974276647048e-64	0.7550612128487604	0.24493878715125292
FES	Myocardial infarction, strict	I9_MI_STRICT	5936	0.0	7.424039312223326e-05	0.0	0.7658977667556092	0.2340279928512209
ERBB2	Asthma-related pneumonia	ASTHMA_PNEUMONIA	4341	7.64109834583382e-16	2.212132229746945e-06	2.6608562455010413e-10	0.7700999150666805	0.22989787253500196
PIK3IP1	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	5764	0.0	0.006026970182842841	0.0	0.767840647845541	0.22613238197160698
FES	Pregnancy hypertension	O15_HYPTENSPREG	5936	0.0	1.1821008502703906e-05	0.0	0.7806899805573427	0.21929819843415152
TLR1	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	6268	2.2506438229675184e-123	2.104444221909506e-05	8.480557600166096e-119	0.7927596757088897	0.20721927984888852
JMJD1C	Hypertension	I9_HYPTENS	5289	3.250463893721824e-09	4.586562401385449e-05	5.748084095670681e-05	0.8108935763734738	0.18900307391109175
EFNA1	Fracture of forearm	ST19_FRACT_FOREA	3315	2.7456616753960474e-10	0.0009583319869799858	2.33235452596867e-07	0.8138881782261597	0.18515325627684104
ERBB2	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	4341	7.360698601665533e-75	2.131873418525464e-65	2.823321771634945e-10	0.8175340257093519	0.18246597400831155
GATA3	Asthma and allergy	ASTHMA_ALLERG	7189	1.9748783587577596e-07	0.001314244069157048	0.0001233053552615371	0.8203955720970909	0.17816668099065391
IL1RN	Hypertension	I9_HYPTENS	4752	4.442851488270853e-43	0.007468179680585925	4.847087039528169e-41	0.8145897140758591	0.17794210624355125
TLR1	Lyme disease	AB1_LYME	6268	7.032350970579879e-124	6.028772974336888e-06	9.627990067437109e-119	0.8252243971994432	0.17476957402759058
CD2	Autoimmune diseases	AUTOIMMUNE	4886	1.4681574588297888e-16	0.00014978589053571287	8.101513251894038e-13	0.8263675465821921	0.17348266752645947
MAPRE3	Other intervertebral disc disorders	M13_INTERVERTEB	3821	6.122849026851703e-76	0.005917246959845176	8.517369068350564e-74	0.8229649092663166	0.17111784377383957
JMJD1C	Hypertension, essential	I9_HYPTENSESS	5289	9.30445247202331e-08	0.0013129034276026382	5.875684148489982e-05	0.8289178561544198	0.16971039053196857
ASGR1	Disorders of lipoprotein metabolism and other lipidaemias	E4_LIPOPROT	6210	3.313978281177773e-48	5.0420151322916906e-05	5.51620638125937e-44	0.8390961871594825	0.16085339268919888
EVI2B	Hernia	K11_HERNIA	4491	7.501860004968207e-40	0.007800660726270425	8.048535153509945e-38	0.8367555627526949	0.15544377652102873
CEBPB	Disorders of breast	N14_BREAST	5774	1.1407938303326362e-53	0.001262743273761802	7.634560684585358e-51	0.8449147513468861	0.15382250537935835
VAT1	Varicose veins	I9_VARICVE	3673	4.56749150450576e-254	3.9790197126037346e-05	9.737031750888581e-250	0.8481002109860408	0.15185999881687662
IL2RA	Atopic dermatitis	L12_ATOPIC	8103	6.654386858002441e-57	5.470094746933545e-09	1.0345125006903265e-48	0.8502488680728603	0.14975112645705038
TMEM106A	Varicose veins	I9_VARICVE	3677	4.266135193069122e-70	4.005632435403082e-05	9.09631969996316e-66	0.853941148722925	0.146018794952726
FES	Ischaemic heart disease, wide definition	I9_IHD	5936	0.0	4.881039437963499e-06	0.0	0.8629514263366849	0.13704369262390126
IL18RAP	Obesity related asthma	ASTHMA_OBESITY	5104	0.0	0.00014899019252881916	0.0	0.8655065938815923	0.13434441592624521
FES	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	5936	0.0	7.538836447406317e-23	0.0	0.8718132998684796	0.12818670013159286
HRAS	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	4648	3.407290635717976e-154	0.0026368855718569384	1.1269332159108709e-151	0.8720027482051796	0.12536036622294594
TLR1	Other spirochaetal diseases	AB1_OTHER_SPIROCHAETAL	6268	8.782745224019947e-124	7.527304339423201e-06	1.024175926013735e-118	0.8776537660962186	0.12233870659944206
FES	Coronary atherosclerosis	I9_CORATHER	5936	0.0	1.8115283634827506e-07	0.0	0.8801751132774724	0.1198247055697065
ADM	Other heart diseases	FG_OTHHEART	6327	0.0	0.002034332025559123	0.0	0.8862380426471537	0.11172762532724079
DENR	Other heart diseases	FG_OTHHEART	4584	1.1027705897749463e-77	0.003771100275064823	2.590900784391827e-75	0.8858895913462345	0.11033930837869721
IL18RAP	Chronic sinusitis	J10_CHRONSINUSITIS	5104	0.0	4.861621382499294e-05	0.0	0.8914071179901073	0.10854426579628214
TLR1	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	6268	1.1039458828616765e-121	0.0009767215313995783	1.009674378626668e-118	0.8932085411719339	0.10581473729667833
FES	Atherosclerosis, excluding cerebral and coronary sclerosis	I9_ATHSCLE	5936	0.0	0.00044416330049337446	0.0	0.8945442475837329	0.10501158911575105
TG	Disorders of the thyroid gland	E4_THYROID	6835	1.275288465833648e-217	1.4515960811253488e-08	7.868099304681379e-210	0.895481258339743	0.10451872714429832
PF4	Familial hypercholesterolemia	E4_FH	4281	7.983514381830766e-10	0.0011662745356802535	6.244229376065843e-07	0.9121037381375233	0.08672936210550693
TLR1	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	6268	4.057779863417676e-122	0.0003590140625377272	1.0324661390250923e-118	0.9133932298907659	0.08624775604672075
TNFRSF14	Rheumatoid arthritis	M13_RHEUMA	6039	0.0	0.0016787207600006669	0.0	0.9150905888109896	0.08323069042897513
LRP1	Chronic diseases of tonsils and adenoids	J10_CHRONTONSADEN	3675	8.381552764848875e-10	3.478448660203271e-06	0.00022194137433482312	0.9210055429736437	0.07876903636520524
EVI2B	Type 2 diabetes, definitions combined	T2D	4491	2.0565102999222835e-41	0.00021399076943017225	8.864832786442166e-38	0.9223552888786168	0.07743072035195338
IL1R1	Inflammatory bowel disease, strict (require KELA)	K11_IBD_STRICT	5241	3.397438732538742e-52	3.7389939032565414e-05	8.391967859599698e-48	0.9234873954993591	0.07647521456160886
IL4R	Pollen allergy	POLLENALLERG	5914	3.717362507207046e-185	0.0005277105477506137	6.512908157617466e-182	0.9244865345818243	0.07498575487043205
IL18RAP	Other diseases of upper respiratory tract	J10_UPPERDIS	5104	0.0	0.0007878375992819706	0.0	0.9261896972985721	0.07302246510248195
LTBP3	Carpal tunnel syndrome	G6_CARPTU	3546	0.0	0.0010087807050249793	0.0	0.9286867984148242	0.07030442088014621
LTBR	Other diseases of upper respiratory tract	J10_UPPERDIS	5373	8.625638726771188e-214	2.0782436961760036e-16	3.87713540460106e-198	0.934083132155569	0.0659168678444039
IL18RAP	Asthma-related pneumonia	ASTHMA_PNEUMONIA	5104	0.0	3.4280779397883958e-06	0.0	0.9358551244577821	0.06414144746428069
TNFRSF14	Autoimmune diseases excluding thyroid diseases	AUTOIMMUNE_NONTHYROID	6039	0.0	2.9183882318462107e-10	0.0	0.936804637832638	0.0631953618754964
EVI2B	Primary gonarthrosis, bilateral	PRIM_KNEEARTHROSIS	4491	1.4102589098519774e-41	0.00014670910873657865	9.091296996041319e-38	0.9457126758405007	0.054140615050760205
IL7R	Dermatitis	L12_DERMATITISNAS	5619	2.678080336910403e-264	4.4967876265038886e-06	5.643191055813094e-259	0.9475005475736661	0.05249495563867698
PIK3IP1	Type 2 diabetes, definitions combined	T2D	5764	0.0	0.0015738674904978399	0.0	0.9474039392132415	0.05102219329632371
ASGR1	Statin medication	RX_STATIN	6210	7.468321569063468e-51	1.1360855374301499e-07	6.249707087385651e-44	0.9506598346261512	0.04934005176529117
NGFR	Angina pectoris	I9_ANGINA	4859	7.62908123863503e-10	0.0011561014445517638	6.283623781104932e-07	0.952165824050408	0.046677445379755524
MXRA8	Hernia of abdominal wall	ABDOM_HERNIA	4635	9.334621976567793e-08	1.379094531022365e-05	0.006411660833551756	0.9472106770019051	0.04636377787301399
ERBB2	Chronic lower respiratory diseases	J10_LOWCHRON	4341	3.3831819708843574e-37	9.79736366852902e-28	3.3082864061967825e-10	0.9580053501312747	0.04199464953789942
TNFRSF14	MS-disease / Multiple Sclerosis	G6_MS	6039	0.0	0.00018981598521476697	0.0	0.9638803091709542	0.03592987484379623
TNFSF12	Blepharochalasis	H7_BLEPHAROCHALASIS	5652	0.0	0.0004587450916348067	0.0	0.9662784249627022	0.03326282994544547
FES	Major coronary heart disease event	I9_CHD	5936	0.0	1.3321372790904207e-07	0.0	0.9669925245915201	0.03300734219470217
LRP1	Coronary revascularization (ANGIO or CABG)	I9_REVASC	3675	1.3898604580264212e-07	0.0005752123746740258	0.00023356685172157342	0.9666151378465342	0.032575943941024255
GATA3	Other diseases of upper respiratory tract	J10_UPPERDIS	7189	3.6586948256952075e-08	0.00024339532834386632	0.0001463916155000066	0.9738470800599643	0.025763096409243083
ACE	Statin medication	RX_STATIN	3675	1.670449992121511e-14	0.001347041481362993	1.2067574719194531e-11	0.9730968841585091	0.02555607434804225
EVI2B	Gonarthrosis, primary, with knee surgery	M13_ARTHROSIS_KNEE_PRIM_KNEESURG	4491	1.2505194744586472e-41	0.00013008560389685925	9.408958821156417e-38	0.9787481939839208	0.021121720412185192
LTBP2	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	5062	4.102663022008432e-58	0.0012085305789141265	3.3196192407224334e-55	0.9778466844215399	0.02094478499954926
ADM	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	6327	0.0	8.165997126519614e-05	0.0	0.979240529070962	0.02067781095781628
IL4	Asthma-related pneumonia	ASTHMA_PNEUMONIA	4756	9.3391973330983e-54	0.00019749579711283332	4.631208400736238e-50	0.9793401422775532	0.02046236192532715
DENR	Spondylopathies	M13_SPONDYLOPATHY	4584	2.480955015254138e-78	0.0008485263828847198	2.862183563718144e-75	0.9788923981639257	0.020259075453196804
CRIM1	Diverticular disease of intestine	K11_DIVERTIC	7127	1.5409888035614252e-69	5.455458671814397e-06	2.774142958599014e-64	0.9820932097494935	0.017901334791842142
TLR1	Conjunctivitis	H7_CONJUNCTIVITIS	6268	8.45756406086823e-125	7.579494929062621e-07	1.0962729551310054e-118	0.9824397112014911	0.01755953084903765
IL4	Allergic rhinitis	ALLERG_RHINITIS	4756	1.1509895838789359e-53	0.00024336892849192562	4.647476486359589e-50	0.9826602349355812	0.017096396135931155
CTLA4	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	4428	1.2688038383188684e-123	5.28694672235005e-60	2.361206872748031e-64	0.9838692074805284	0.016130792519476956
TLR1	Allergic rhinitis	ALLERG_RHINITIS	6268	1.2358875629696398e-130	1.0929804822113058e-12	1.1144665631348734e-118	0.9855851154292896	0.01441488456963755
SNCA	Parkinson's disease	G6_PARKINSON	6011	1.851950972793007e-161	9.80642130966309e-07	1.863471771573404e-155	0.9867293363133217	0.013269683044537682
ADM	Female genital prolapse	N14_FEMGENPROL	6327	0.0	9.434121195769095e-05	0.0	0.9880597808383047	0.011845877949790667
IL4	Childhood allergy (age < 16)	CHILDHOOD_ALLERGY	4756	9.038846806348132e-57	1.9111829071556377e-07	4.677130731847987e-50	0.9889261769653863	0.011073631916331147
HIP1R	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	4637	7.470580943529591e-29	8.022148710002685e-05	9.208898134082366e-25	0.9888698797813097	0.011049898731583418
ERBB2	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	4341	1.1711811350873713e-33	3.392082824320869e-24	3.419710016275032e-10	0.9904383941241527	0.009561605533869522
CA8	Arthropathies	M13_ARTHROPATHIES	5319	8.542922086657358e-117	0.0006434746684181104	1.3145518941544985e-113	0.9901447843145674	0.009211741017010392
FES	Primary gonarthrosis, bilateral	PRIM_KNEEARTHROSIS	5936	0.0	8.70317151004971e-05	0.0	0.990879464301406	0.009033503983571806
CA8	Hallux valgus (acquired)	M13_HALLUXVALGUS	5319	2.6108179488186476e-117	0.000196653463168066	1.3157748553060606e-113	0.991066424647688	0.008736921889131574
TNFRSF14	Seropositive rheumatoid arthritis, wide	RHEUMA_SEROPOS_WIDE	6039	0.0	4.3321382913683875e-05	0.0	0.9920167785926225	0.007939900024499751
MXRA8	Hernia	K11_HERNIA	4635	3.100314320520077e-08	4.575367880529162e-06	0.006677656469846	0.9854643203922375	0.007853416766892772
CD14	Atrial fibrillation and flutter with reimbursement	I9_AF_REIMB	3932	1.1870984381380081e-298	9.806085169620185e-05	1.201179415876186e-294	0.9922325086081205	0.007669430540170984
CTLA4	Thyrotoxicosis with diffuse goitre	E4_THYTOXGOITDIF	4428	2.0288103676920996e-102	8.45389529271467e-39	2.3820933592063414e-64	0.9925924014762745	0.0074075985237386935
ADM	Varicose veins	I9_VARICVE	6327	0.0	2.589869047835889e-10	0.0	0.9933812498164776	0.006618749924575683
IL18RAP	Asthma-related infections	ASTHMA_INFECTIONS	5104	0.0	1.7184127398380072e-14	0.0	0.993394644109412	0.006605355890339174
EFNA1	Other disorders of veins	I9_VEINSOTH	3315	2.7097533593105622e-14	9.479064060432289e-08	2.840114048638216e-07	0.9935017457244176	0.0064978754735090715
PROCR	Pulmonary embolism	I9_PULMEMB	3584	6.27444813012031e-45	0.0009106095865491978	6.841517476061962e-42	0.9929020766559828	0.006187313757463971
F2R	Cholelithiasis	K11_CHOLELITH	6037	0.0	1.0102411809604438e-05	0.0	0.9942884872209542	0.005701410367253136
CTLA4	Disorders of the thyroid gland	E4_THYROID	4428	2.2856933687733965e-118	9.524306814758496e-55	2.3872415023335315e-64	0.9947397400876608	0.005260259912327994
FES	Coronary revascularization (ANGIO or CABG)	I9_REVASC	5936	0.0	1.4599253445233146e-07	0.0	0.994804747905906	0.005195106101486684
MAPRE3	Obesity	E4_OBESITY	3821	1.3947886741226316e-78	1.3477816245399733e-05	1.0296663581962176e-73	0.994959603014288	0.005026919169459394
LTBR	Tonsillectomy and adenotomy	J10_TONSILLECTOMY	5373	3.0739517769374936e-221	7.4380044590411e-24	4.113292028508895e-198	0.9952836508571261	0.004716349142897942
IL4R	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	5914	2.668334184141255e-186	3.7868983790789864e-05	7.013988722311779e-182	0.9954203446939197	0.004541786322295012
ANXA11	Glaucoma	H7_GLAUCOMA	6924	8.207212732461573e-275	1.0921776257141864e-06	7.481946254291338e-269	0.9956582017562876	0.004340706066066064
EVI2B	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	4491	9.096307622730788e-43	9.465184062361972e-06	9.568778425733779e-38	0.9956771521958233	0.004313382620121078
LIF	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	5206	3.0687925332889206e-11	4.9472780204756444e-11	0.3813290432939912	0.6147462658134328	0.0039246908124163085
MAPKAPK2	Ulcerative proctitis	ULCERPROCT	2863	1.6312026654397511e-26	4.133128308064711e-07	3.931884304250574e-20	0.9962539644859612	0.003745622201204589
DENR	Arthropathies	M13_ARTHROPATHIES	4584	2.2601323429767587e-79	7.731013937442233e-05	2.912337025297825e-75	0.9961909469922535	0.0037317428683702972
IL18RAP	Childhood allergy (age < 16)	CHILDHOOD_ALLERGY	5104	0.0	3.9729481785390396e-07	0.0	0.9964750122648467	0.0035245904406946576
IL4	Psoriatic arthropathies	M13_PSORIARTH	4756	3.95560469045483e-58	8.363975581347696e-09	4.713216920686834e-50	0.9965883693852271	0.003411622250789768
TNFRSF14	Seropositive rheumatoid arthritis, strict definition	RHEUMA_SEROPOS_STRICT	6039	0.0	3.5138581807748266e-06	0.0	0.9965962121608206	0.003400273980997035
EFNA1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	3315	2.842541564344425e-16	9.943574196626401e-10	2.8492600118518464e-07	0.9967043231963549	0.003295390883286515
ERBB3	Nasal polyp	J10_NASALPOLYP	3989	2.554178274973414e-94	1.4276002266101937e-07	1.7846508621282985e-87	0.9974877571415365	0.0025121000984297233
PROCR	Angina pectoris	I9_ANGINA	3584	1.0712642297146139e-55	1.5547513481309027e-14	6.873186421310531e-42	0.9975194713930285	0.0024805286069629674
IL18R1	Lichen ruber planus, wide definition including periferal and oral lichen planus	K11_LICHEN_PLANUS_WIDE	5074	0.0	5.189350205669547e-05	0.0	0.9975908306190598	0.002357275878882449
FES	Angina pectoris	I9_ANGINA	5936	0.0	3.4067276516572166e-06	0.0	0.9978376196813546	0.0021589735908877617
FES	Gonarthrosis	M13_ARTHROSIS_KNEE	5936	0.0	1.4061150108522474e-05	0.0	0.997877825052724	0.0021081137972710742
ANXA11	Primary open-angle glaucoma, strict	H7_GLAUCOMA_POAG	6924	9.697790024816793e-274	1.2905367058521921e-05	7.500040058371921e-269	0.9980684629625657	0.001918631670408279
NGFR	Hypertension	I9_HYPTENS	4859	5.471877564563786e-14	8.285854433634667e-08	6.591622793420524e-07	0.9981423139236398	0.0018569440554820618
TLR1	Pollen allergy	POLLENALLERG	6268	1.2535345143338936e-131	1.1004614148338987e-13	1.137522377332127e-118	0.9986145045739412	0.0013854954259547958
IL4R	Asthma-related infections	ASTHMA_INFECTIONS	5914	5.782929256318996e-188	8.207129960421612e-07	7.037024634717438e-182	0.9986928355344435	0.0013063437525441515
ADM	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	6327	0.0	1.0131718289039654e-05	0.0	0.998714346801884	0.0012755214797816033
EVI2B	Arthrosis	M13_ARTHROSIS	4491	6.672139118418522e-43	6.941148620025715e-06	9.60210450692169e-38	0.9989234621711762	0.0010695966801993874
NGFR	Hypertension, essential	I9_HYPTENSESS	4859	3.524773887513212e-13	5.337429976969753e-07	6.597231397896677e-07	0.9989924539906018	0.0010063525429081042
ERBB3	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	3989	5.499482470591035e-107	3.073329666741969e-20	1.7878785940582896e-87	0.9991368471746	0.0008631528253981136
