gene	disease	disease_code	nsnp	PP_H0	PP_H1	PP_H2	PP_H3	PP_H4
HGF	Other obstructive and reflux uropathy	N14_OBSTRUREFLUROPATH	5773	9.54053177701734e-10	0.010552278274337114	7.933679826962363e-09	0.08684764198092783	0.9026000708570004
NOMO1	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	3017	2.2350028193364178e-68	0.0016413782291016072	1.319443852721405e-66	0.0959971321325595	0.9023614896383316
IL4	Allergic contact dermatitis	L12_ALLERGICCONTACT	4756	1.2603877316907316e-53	0.00026653623210137035	4.661705593282722e-51	0.09767978846407638	0.9020536753038271
CTLA4	Actinic keratosis	L12_ACTINKERA	4428	5.196185278288393e-67	0.0021652472238777513	2.321463234194985e-65	0.0958332293039923	0.9020015234721397
NUMB	Coeliac disease	K11_COELIAC	5646	1.9504002827241543e-68	0.012317704219704705	1.3735826834920108e-67	0.08584643507848731	0.9018358607018011
CD226	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	6361	0.0	0.009998560348544365	0.0	0.0883483810204933	0.9016530586309154
ERBB3	Type 1 diabetes, definitions combined	T1D	3989	6.620194458782275e-95	3.700040959615706e-08	1.7847314161581336e-88	0.09884787163916972	0.9011520913604174
MAP1LC3A	Paraplegia, diplegia of upper limbs	G6_PARDIPLE	3357	0.0	0.011462395627191776	0.0	0.0874568790461119	0.9010807253266147
SERPING1	Obesity related asthma	ASTHMA_OBESITY	5203	1.9373574541415086e-249	0.0011094095332304513	1.7294585373743435e-247	0.09813506176913774	0.9007555286976665
CD226	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	6361	0.0	2.258779634415647e-06	0.0	0.09946706754017018	0.9005306736801945
IL4	Other and unspecified psoriasis	L12_PSORI_NAS	4756	6.705949838410195e-53	0.0014177863335985887	4.7181470553078415e-51	0.09885234964914803	0.8997298640172549
PLAUR	Major coronary heart disease event	I9_CHD	6392	3.6539330471057065e-30	1.4159159262302983e-06	2.6277177813833504e-25	0.10092620488597603	0.8990723791980968
THBD	Varicose veins	I9_VARICVE	6063	0.0	0.0001410138219258399	0.0	0.10221252775117395	0.8976464584268575
PPP3R1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	6390	0.0	1.5023798457562421e-25	0.0	0.10392816025321737	0.8960718397467277
THBD	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	6063	0.0	0.0232564773723718	0.0	0.08085107656375255	0.8958924460638279
LTBR	Acute appendicitis, no complications	APPENDACUT_NOCOMPLIC	5373	6.246925475875038e-208	1.5257492025898236e-10	4.514699495410036e-199	0.10937640586966334	0.8906235939777771
TNFRSF9	Other secondary gonarthrosis	SCND_OTH_KNEEARTHROSIS	5103	1.9847932517786777e-46	0.01093513648983162	1.8356838604815054e-45	0.10024742709967763	0.8888174364104899
TNFRSF1B	Other diseases of upper respiratory tract	J10_UPPERDIS	5049	4.37064809736188e-71	0.02391197105132275	1.6131708887020306e-70	0.08736843296398128	0.8887195959847003
IL2RB	Nasal polyp	J10_NASALPOLYP	6134	2.0983641804306269e-13	1.2283345792202736e-05	1.920817722526622e-09	0.1115518569647284	0.8884358577684518
CRIM1	Other disorders of veins	I9_VEINSOTH	7127	3.141113908797366e-69	1.1119499564565679e-05	3.273813336285868e-65	0.11500755560394434	0.8849813248964952
CD226	Disorders of the thyroid gland	E4_THYROID	6361	0.0	0.024945874838698305	0.0	0.09076800855532637	0.8842861166060066
CA8	Hypothyroidism, drug reimbursement	HYPOTHY_REIMB	5319	2.2021815060789513e-115	0.016582204794373268	1.3369836542359903e-114	0.09978989378638412	0.8836279014192496
TPPP3	Disorders of the thyroid gland	E4_THYROID	3230	9.946857854069082e-53	0.004605047669323961	2.4423046932441312e-51	0.11218696653974544	0.8832079857909367
CA8	Rheumatoid arthritis	M13_RHEUMA	5319	5.075756844399299e-116	0.0038231894418444224	1.5172786812121791e-114	0.11340252369282221	0.8827742868653535
PPP3R1	Other disorders of veins	I9_VEINSOTH	6390	0.0	6.385504392008814e-14	0.0	0.11805690329049774	0.8819430967094922
FCRL3	Thyrotoxicosis with diffuse goitre	E4_THYTOXGOITDIF	6047	0.0	0.002375454217842051	0.0	0.11596939301939824	0.8816551527630707
CFH	Gonarthrosis, primary, with knee surgery	M13_ARTHROSIS_KNEE_PRIM_KNEESURG	4143	5.33261437623804e-33	0.017291004047431887	3.1642621963356066e-32	0.10172022441157509	0.8809887715409989
MERTK	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	4008	0.0	0.033241811317114164	0.0	0.08609430066913923	0.8806638880136507
TNFSF12	Other disorders of eyelid	H7_EYELIDDIS	5652	0.0	0.0003245795128715982	0.0	0.12054970051611669	0.8791257199712239
ACE	Atrial fibrillation and flutter	I9_AF	3674	1.1630628997788338e-13	0.009382696143415574	1.4062163842813382e-12	0.11256466011163029	0.8780526437434321
MAPRE3	Artrosis, including avohilmo	M13_ARTHROSIS_INCLAVO	3821	7.81302086860751e-76	0.007550143086082328	1.1930329012373397e-74	0.11441115945300191	0.8780386974609257
TNFRSF14	Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)	C3_NONHODGKIN_EXALLC	6039	0.0	0.0033797661558298614	0.0	0.12138305691203938	0.8752371769321639
LRP1	Other diseases of upper respiratory tract	J10_UPPERDIS	3675	3.5179277539841134e-06	0.01459983779361029	2.7190050074781404e-05	0.11196868936685682	0.8734007648617038
FES	STROKE	C_STROKE	5936	0.0	0.024082876354403503	0.0	0.1036447355050624	0.87227238814063
MERTK	Hypertension	I9_HYPTENS	4008	0.0	2.2721822692901354e-05	0.0	0.1281878401513622	0.8717894380259383
CTLA4	Thyrotoxicosis	THYROTOXICOSIS	4428	7.042687551227391e-90	2.934671402135488e-26	3.121689484142619e-65	0.12920927869571489	0.8707907213042794
ERBB2	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	4341	1.172122942093361e-34	3.3943532528677485e-25	4.588188290402675e-11	0.1320014410622086	0.867998558891906
SERPING1	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	5203	1.7468978648685623e-252	9.985671321107155e-07	2.3608644482366488e-247	0.13408654749167737	0.8659124539412469
ERBB2	Biological medication for rheuma	RX_RHEUMA_BIOLOGICAL	4341	8.22969748100502e-14	0.00023807542110543424	4.660915717720645e-11	0.133968989849796	0.8657929346824056
CASP3	Colorectal adenocarcinoma, excluding all cancers (controls excluding all cancers)	C3_COLORECTAL_ADENO_EXALLC	6835	0.0	0.002773758385975072	0.0	0.13806027187081754	0.8591659697432509
TPPP3	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	3230	3.087370558976565e-52	0.014428213494595497	2.737499388473202e-51	0.127073101567507	0.8584986849379016
ERBB3	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	3989	7.325042190778494e-90	0.0040940351615865785	2.4953817743381452e-88	0.1386119466994616	0.8572940181389537
TLR4	Migraine, single triptan purchase ok & required. ICD-code if available is included	MIGRAINE_TRIPTAN	5922	0.0	0.03244428368292464	0.0	0.11069230810929395	0.8568634082078703
ERBB2	Acute upper respiratory infections	J10_UPPERINFEC	4341	1.435941391045621e-13	0.0004156307927484794	5.048224564117811e-11	0.14526568249449895	0.8543186866621272
SERPING1	Chronic lower respiratory diseases	J10_LOWCHRON	5203	1.2484619966541265e-252	7.141722828391327e-07	2.6143309088438134e-247	0.14869932138162087	0.8512999644460612
ERBB2	Bronchitis	BRONCHITIS	4341	1.597038439629429e-13	0.000462225774258062	5.1756201391582496e-11	0.14894574140070133	0.8505920327731245
NUMB	Degeneration of macula and posterior pole	H7_MACULADEGEN	5646	1.5162819032344072e-69	0.0009575709972195885	2.368491353344971e-67	0.14872600063316088	0.8503164283696217
FES	Diseases of arteries, arterioles and capillaries (FINNGEN)	FG_DOAAC	5936	0.0	7.566452070966366e-07	0.0	0.15342856450579503	0.8465706788489799
CTLA4	Autoimmune hyperthyroidism	AUTOIMMUNE_HYPERTHYROIDISM	4428	8.055215407586971e-80	3.356503357413008e-16	3.746402524668888e-65	0.15526297724678045	0.8447370227532178
PPIF	Cholelithiasis	K11_CHOLELITH	6627	4.409750783971031e-62	0.03054900577849732	1.827118073511314e-61	0.12573177976516953	0.8437192144563243
PILRB	Basal cell carcinoma, including avohilmo, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_INCLAVO_EXALLC	3754	0.0	9.103191479342279e-05	0.0	0.15793624041682258	0.84197272766799
CDAN1	Calcific aortic valvular stenosis, operated	I9_CAVS_OPERATED	3886	2.689347490260921e-32	1.744483420701322e-06	2.4810656002599635e-27	0.1600979413369926	0.8399003141795894
PIK3IP1	Coronary atherosclerosis	I9_CORATHER	5764	0.0	0.011591551031451664	0.0	0.1493670210268589	0.8390414279417545
CD226	Chronic lower respiratory diseases	J10_LOWCHRON	6361	0.0	0.02233524494289971	0.0	0.13911633890157366	0.8385484161555133
FOLR3	Chronic tubulo-interstitial nephritis	N14_CHRONTUBULOINTNEPHRITIS	5842	0.0	0.006792328591447645	0.0	0.15472683963577188	0.838480831773007
PILRA	Statin medication	RX_STATIN	3811	3.727431880980549e-21	0.016156191300770884	3.387006901548845e-20	0.14596864789780228	0.8378751608014253
IL1RN	Disorders of skin appendages	L12_DISORDSKINAPPENDIX	4752	9.339208020181857e-43	0.015698046416031418	8.840453424898716e-42	0.14776047863953307	0.8365414749444394
CFH	Diabetic retinopathy	DM_RETINOPATHY	4133	6.791937407664804e-43	2.204239415616029e-12	5.178523832791734e-32	0.16722982613429757	0.8327701738634928
IL1RL1	Papulosquamous disorders	L12_PAPULOSQUAMOUS	5122	2.8485594769595857e-143	0.017012166418379365	2.5531885992543047e-142	0.15165018748739315	0.8313376460942116
PILRA	COPD-related respiratory insufficiency	COPD_INSUFFICIENCY	3811	1.7430031287456872e-21	0.007546679646480348	3.748714714461001e-20	0.16147710326664227	0.8309762170868804
ERBB2	Acute bronchiolitis	J10_BRONCHIOLITIS	4341	5.990467297843383e-19	1.7336309673612164e-09	5.900820318360624e-11	0.169938667185818	0.8300613310215442
CD226	Systemic connective tissue disorders	M13_SYSTCONNECT	6361	0.0	0.016661080028798347	0.0	0.15376320131825724	0.8295757186528897
VAT1	Shoulder lesions	M13_SHOULDER	3673	1.9496698744750993e-251	0.016978597000031733	1.8004064589449262e-250	0.1559603833722329	0.8270610196276811
CRIM1	Varicose veins	I9_VARICVE	7127	7.814885068948664e-67	0.00276645844895755	4.840562886361453e-65	0.17052854817461346	0.8267049933764232
TMEM106A	Shoulder lesions	M13_SHOULDER	3677	1.9529328829492668e-67	0.018335537263606344	1.6632783458811085e-66	0.15533419299717627	0.8263302697392094
PPP3R1	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	6390	0.0	0.029321820579930335	0.0	0.14446485019245872	0.8262133292276294
TG	Hypothyroidism, drug reimbursement	HYPOTHY_REIMB	6835	7.710240343685695e-213	0.0008765951819588298	1.543645887014062e-210	0.1746762489171213	0.8244471559009274
CRIM1	Sleep apnoea, including avohilmo	G6_SLEEPAPNO_INCLAVO	7127	5.884708198280173e-66	0.020833019702733203	4.416393752888114e-65	0.15552534793322217	0.823641632364042
SCARB1	Coronary atherosclerosis	I9_CORATHER	6498	0.0	0.0013947407297158869	0.0	0.1781797209999541	0.8204255382703224
PILRA	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	3811	1.4505645105527166e-22	0.0006278068574362942	4.1787177904652775e-20	0.1800363010037013	0.8193358921388614
SERPING1	Asthma-related infections	ASTHMA_INFECTIONS	5203	7.516126737310769e-252	4.304039317842786e-06	3.174570245797652e-247	0.18096975480597058	0.8190259411546589
CA8	Metabolic disorders	E4_METABOLIA	5319	3.9953724850245116e-115	0.030100669715971366	2.0730955819396045e-114	0.15537007088865012	0.8145292593953716
LTBP3	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	3546	0.0	0.010697792699277047	0.0	0.17531138355841974	0.8139908237423058
ERBB2	Acute sinusitis	J10_SINUSITIS	4341	2.1704754546561294e-16	6.282404278373381e-07	6.504174034548248e-11	0.18744966119944176	0.8125497104950861
DUSP13	Soft tissue disorders	M13_SOFTTISSUE	3882	3.140536429388994e-05	0.06461412999135906	6.1009328544287125e-05	0.12471143544046812	0.8105820198753341
CD55	Retinal detachment with retinal break	H7_RETINALDETACHBREAK	4787	0.0	7.598211059425029e-05	0.0	0.19027153423030777	0.8096524836586874
MYL6B	Rheumatoid arthritis	M13_RHEUMA	3502	5.401179109409695e-31	0.019826364486615646	4.6684952300779125e-30	0.1705590554095652	0.8096145801038143
DUSP13	Shoulder lesions	M13_SHOULDER	3882	2.109209716430969e-05	0.04339537332576749	7.202718945174621e-05	0.14738129160501537	0.8091302157826002
SPINK8	Hypertension, essential	I9_HYPTENSESS	2470	8.710378688571673e-95	0.0011386673645900679	1.4605890416407111e-92	0.19012729001063666	0.8087340426247617
ERBB2	Allergic rhinitis	ALLERG_RHINITIS	4341	4.134233711846399e-12	0.011963859476382007	6.291239792971128e-11	0.18125236929426433	0.8067837711623069
JMJD1C	Intrahepatic Cholestasis of Pregnancy (ICP)  (more control exclusions)	O15_ICP_EXMORE	5289	3.9877702689901797e-08	0.0005625360441048719	1.3775907523723799e-05	0.19352436549239221	0.8058992826782769
ACTA2	Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)	C3_CLL_EXALLC	6050	0.0	0.0016065808024868069	0.0	0.19327197030648244	0.8051214488912116
TRIM25	Acute sinusitis	J10_SINUSITIS	5398	0.0004240108272400373	0.051500827175285493	0.0011879136638069628	0.14348191090580245	0.8034053374278649
CFH	Degenerative macular diseases	MACULA_NAS	4143	1.0418515743990587e-33	0.0033792306350718965	5.982994990136072e-32	0.19325421762776893	0.8033665517371646
ERBB2	Inflammatory bowel disease, strict (require KELA)	K11_IBD_STRICT	4341	6.361673065241293e-20	1.8402610739015516e-10	6.84516337902159e-11	0.19720939237852275	0.8027906073690004
CRIM1	Sleep apnoea	G6_SLEEPAPNO	7127	1.1657723368234558e-65	0.04127135802697984	4.441903826962941e-65	0.1564526161802814	0.8022760257927282
ERBB2	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	K11_UC_STRICT2	4341	3.440697646010162e-18	9.953318126744404e-09	7.026504480190567e-11	0.20246657638527865	0.7975334135911363
SPINK8	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	2470	3.691450866735471e-95	0.00048195046290653985	1.555086934852249e-92	0.20223260582902214	0.7972854437080724
CA8	Soft tissue disorders related to use, overuse and pressure	M13_SOFTOVERUSE	5319	8.380877713760887e-116	0.006313408848699955	2.6503620594292855e-114	0.1988599093703278	0.7948266817809545
LTBR	Sarcoidosis	D3_SARCOIDOSIS	5373	2.83733667505327e-200	0.006894689537250272	8.280811277920409e-199	0.2004299126009794	0.7926753978617789
ERBB2		EVER_SMOKER	4341	9.810210978895773e-13	0.0028407776901896863	7.147773216469586e-11	0.2061896420658353	0.7909695801715175
CTLA4	Autoimmune diseases	AUTOIMMUNE	4428	6.340693762840788e-120	2.6420893045448922e-56	5.067417362402003e-65	0.21036342830790453	0.7896365716920718
TNFRSF4	Thyrotoxicosis with diffuse goitre	E4_THYTOXGOITDIF	4147	3.229091645750906e-120	0.0046404468425771785	1.4425641974482446e-118	0.20651845177375971	0.7888411013836624
FES	Coronary artery bypass grafting	I9_CABG	5936	0.0	0.0005293659344159571	0.0	0.21211367885187002	0.7873569552137946
ERBB2	Other acute lower respiratory infections	J10_LOWERINF	4341	4.685561733403452e-17	1.3559935338325414e-07	7.411907246598077e-11	0.21371303836921424	0.7862868259573139
LIF	Type1 diabetes, definitions combined, early onset	T1D_EARLY	5206	6.340049646663238e-07	1.0219751561377898e-06	0.08262715320327346	0.13240468105171546	0.7849665097648901
ERBB2	COPD/asthma/ILD related infections	PULM_INFECTIONS	4341	4.6106328117822583e-14	0.00013348850739925544	7.467176297013098e-11	0.21540760388874305	0.7844589075291412
MAPRE3	Anaemias	D3_ANAEMIA	3821	8.294671983654845e-76	0.00801683009038093	2.1623781980818508e-74	0.20821085265798686	0.7837723172516274
CTLA4	Postprocedural endocrine and metabolic disorders, not elsewhere classified	E4_ENDOMETPOSTOP	4428	8.685496241987247e-67	0.0036192322563202775	5.124459217153064e-65	0.2127517589320691	0.7836290088116051
CTLA4	Hypothyroidism, drug reimbursement	HYPOTHY_REIMB	4428	3.349502317378138e-92	1.3957075145650815e-28	5.282131130737825e-65	0.2193209782853745	0.7806790217146382
HAVCR1	Metabolic disorders	E4_METABOLIA	6291	5.660670756811017e-25	0.000613579516211125	2.0408631037221765e-22	0.22043720159297076	0.7789492188908155
ERBB2	Unspecified acute lower respiratory infection	J10_ACUTELOWERNAS	4341	2.0711422801379582e-14	5.993850255974068e-05	7.70373874573131e-11	0.22216710579980326	0.7777729556205805
ERBB2	Cholelithiasis	K11_CHOLELITH	4341	2.288367728892048e-16	6.623598818617985e-07	7.72805543083593e-11	0.2229087190335875	0.7770906185292499
MAPRE3	Pain in limb	M13_LIMBPAIN	3821	8.247648616215445e-77	0.000797050276166975	2.3401497535675836e-74	0.22537754138072164	0.7738254083431136
TMEM106A	Rotator cuff syndrome	M13_ROTATORCUFF	3677	1.9998372818681002e-67	0.018775909465698896	2.266465006232851e-66	0.21202282011069257	0.7692012704236137
ERBB2	Reimbursement for rheumatic diseases	K11_REIMB_202	4341	5.241236815937e-16	1.5160055299807856e-06	8.068193991944645e-11	0.23260169410021653	0.7673967898135675
IL7R	Infective dermatitis	L12_INFECT_DERM	5619	6.993930946639073e-261	0.01174356934256577	1.346170083697932e-259	0.22527358865703986	0.7629828420003697
CA8	Polyarthropathies	M13_POLYARTHROPATHIES	5319	4.488989156959175e-117	0.00033812210623086915	3.228769198344456e-114	0.24244190653692338	0.7572199713568472
SERPING1	Asthma-related pneumonia	ASTHMA_PNEUMONIA	5203	3.317651495605738e-250	0.00018998219400829424	4.322255448640077e-247	0.24675684178566962	0.753053176020364
TNFRSF14	Reimbursement for rheumatic diseases	K11_REIMB_202	6039	0.0	0.006772083396308771	0.0	0.24249712231638929	0.7507307942872905
SPON2	Glaucoma	H7_GLAUCOMA	5946	3.290273063954761e-86	0.012453994586448774	6.292899906265665e-85	0.23744210642015262	0.7501038989933925
SNCA	Dementia due to Parkinson's disease (more control exclusions)	PD_DEMENTIA_EXMORE	6011	5.908225285160499e-158	0.0031209206750868715	4.712484555596299e-156	0.24818037509950525	0.7486987042253986
CEBPB	Coxarthrosis	M13_ARTHTROSIS_COX	5774	1.3752499280377845e-52	0.015218684926978624	2.2280182008006348e-51	0.24581627061323919	0.738965044459777
MAPRE3	Rheumatism, unspecified	M13_RHEUMATISM	3821	4.0066748949290585e-77	0.0003872038541064673	2.7320619771461655e-74	0.26328932246718517	0.736323473678711
ACE	Hypertension	I9_HYPTENS	3675	2.895185972923345e-19	2.334851402571103e-08	3.292831672331648e-12	0.26481849003836894	0.7351814866098264
SMPD3	Atrophic disorders of skin	L12_ATROPHICSKIN	3769	2.483594219729851e-41	0.002638270929480807	2.504781925971289e-39	0.26534580336870384	0.7320159257018128
SPINK8	Type 2 diabetes, wide definition	T2D_WIDE	2470	3.3338610678579864e-94	0.004353275374915653	2.029723510510403e-92	0.2643050589624247	0.7313416656626579
HHEX	Inflammatory bowel disease, strict (require KELA)	K11_IBD_STRICT	5259	4.704697143206544e-156	0.002829964347629548	4.4866926395862226e-154	0.26915503639194244	0.7280149992604086
MAPRE3	Polyarthrosis	M13_ARTHROSIS_POLY	3821	5.4520560382742115e-76	0.005268937511558401	2.788361593667179e-74	0.2687448867118697	0.7259861757765672
VAT1	Malignant neoplasm, excluding all cancers (controls excluding all cancers)	C3_CANCER_EXALLC	3673	4.4107410339108214e-251	0.03855552339096926	2.7608792022475513e-250	0.2406153587096964	0.7208291178992958
SPON2	Endometriosis of pelvic peritoneum	N14_ENDOMETRIOSIS_PELVICPERITONEUM	5941	5.212120852677743e-87	0.0019715583604243874	7.347476000349013e-85	0.27720784118533354	0.7208206004542479
CD79B	Pain (limb, back, neck, head abdominally)	PAIN	3278	4.449109206288314e-35	0.033254095862259477	3.3968827356898e-34	0.2531805489223704	0.7135653552153639
TGFB2	Hallux valgus (acquired)	M13_HALLUXVALGUS	6008	1.1551647274927713e-09	0.0003251098259937679	1.0242391324531295e-06	0.28754997258870146	0.7121238921910089
EVI2B	Coxarthrosis	M13_ARTHTROSIS_COX	4491	3.142361822566014e-40	0.0032690566010703205	2.763198043902379e-38	0.28675057686832767	0.7099803665306046
TMEM106A	Malignant neoplasm, excluding all cancers (controls excluding all cancers)	C3_CANCER_EXALLC	3677	4.299401698294528e-67	0.04039518885923921	2.692424591146818e-66	0.25226041130387955	0.7073443998368912
IL4	Dermatitis due to ingested food	L12_FOODDERMAT	4756	2.7667625913057875e-56	5.850917599907412e-07	1.4060878434151819e-50	0.29664431527533475	0.7033550996329025
ERBB3	Other retinal disorders	H7_RETINALDISOTH	3989	5.0170262967963235e-89	0.028040386228863765	4.823339329462285e-88	0.26887552624854766	0.7030840875225929
VAT1	Rotator cuff syndrome	M13_ROTATORCUFF	3673	2.114159107163686e-251	0.01841104278443195	3.22934730984684e-250	0.2805249387261122	0.701064018489436
IL2RB	Chronic sinusitis	J10_CHRONSINUSITIS	6134	2.2760608092939784e-10	0.013323541368734797	4.989004896832443e-09	0.29134965222723425	0.6953268011874207
NOMO1	Type 2 diabetes, wide definition	T2D_WIDE	3017	5.634059026460277e-68	0.004145666155719468	4.1037934964206457e-66	0.30127168586769326	0.6945826479765906
EVI2B	Coxarthrosis, primary	M13_ARTHTROSIS_COX_PRIM_ICD10	4491	6.674549324198688e-40	0.006943060600641086	2.884364944609147e-38	0.2993463315292126	0.6937106078701523
ERBB2	HSIL lesion of the cervix uteri	N14_CERVICAL_HSIL	4341	1.5150026149765348e-13	0.00043829144315652194	1.07075714645004e-10	0.30908039984265456	0.6904813086069629
SWAP70	Pregnancy hypertension	O15_HYPTENSPREG	5601	1.5884278472096593e-259	0.008176989834401583	6.01485197809879e-258	0.3089527456480633	0.6828702645175038
MERTK	Rotator cuff syndrome	M13_ROTATORCUFF	4008	0.0	0.02136026923864932	0.0	0.29801338014768763	0.6806263506137408
JMJD1C	Iron deficiency anaemia	D3_ANAEMIA_IRONDEF	5289	3.4024604013470257e-07	0.00480062309604081	2.2376307586719296e-05	0.3150332119881629	0.6801434483621693
SERPING1	Obesity due to excess calories	E4_OBESITYCAL	5203	1.6645268055004227e-248	0.009545295198182022	5.4942442032183414e-247	0.3143935588644429	0.6760611459373215
FES	Hard cardiovascular diseases	I9_CVD_HARD	5936	0.0	2.971409194391887e-05	0.0	0.32448049412589475	0.6754897917821003
STX3	Other embolism and thrombosis	I9_THROMBOTH	5215	1.1352560171023719e-107	0.0012419450404467592	2.9777913267533067e-105	0.3250901346081573	0.6736679203514003
CFH	Senile cataract	H7_CATARACTSENILE	4143	2.3953659626033456e-33	0.007767757604921328	1.0011285585215576e-31	0.3239804279851556	0.6682518144099197
PILRA	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	3811	7.742796448158541e-23	0.0003358405079272083	7.70547197503038e-20	0.33355546606184394	0.6661086934302277
ITGAX		CURRENT_SMOKER	2497	0.0	0.005362451968268381	0.0	0.3368939881401298	0.6577435598915645
MAPRE3	Other soft tissue disorders, not elsewhere classified	M13_SOFTTISSUEOTH	3821	1.0300531448618325e-77	9.954402542860933e-05	3.577884750503498e-74	0.3451109142584743	0.654789541716104
ERBB3	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	3989	1.9668704734643133e-89	0.01099302456822237	5.998326123181487e-88	0.33459769465772177	0.6544092807740554
ERBB3	Diabetic retinopathy	DM_RETINOPATHY	3989	3.351608441882214e-90	0.0018734018097905146	6.186329925201215e-88	0.3451356618492658	0.6529909363409462
LTBR	Acute appendicitis	K11_APPENDACUT	5373	4.5072740760822943e-215	1.1008567100719339e-17	1.4416875153691083e-198	0.35146925671120155	0.6485307432887975
FKBP1B	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	5132	4.4768837808323474e-30	0.017753506111228775	8.613024950663097e-29	0.34091632149694634	0.6413301723918298
MXRA8	Nasal polyp	J10_NASALPOLYP	4635	2.0270448983916144e-05	0.002991956693034891	0.0023991333998936402	0.3534755243106393	0.6411131151474484
LTBR	Nonsuppurative otitis media	H8_NONSUPPNAS	5373	4.566597977073563e-204	1.1070546929391507e-06	1.5046372767490919e-198	0.364124888111531	0.6358740048337876
LIF	Type 1 diabetes, definitions combined	T1D	5206	1.0450793992291248e-08	1.6847983743014503e-08	0.14036047611647676	0.22564460379708143	0.6339948927876629
IL1RL1	Atopic dermatitis	L12_ATOPIC	5122	1.5992154728145497e-172	9.503150453267529e-32	6.186777738994841e-142	0.367009022710329	0.6329909772896963
LPL	Pure hyperglyceridaemia	E4_HYPERGLYCER	7558	0.0	0.003634199433307589	0.0	0.3645714595952167	0.6317943409714208
INPP1	Basal cell carcinoma, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_EXALLC	4563	2.2599160331165944e-200	0.002186119676176342	3.791502122015748e-198	0.36613758724335926	0.6316762930804609
INPP1	Basal cell carcinoma, including avohilmo, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_INCLAVO_EXALLC	4563	2.1086838107484915e-200	0.002040130337547805	3.8287134864961614e-198	0.3697960077357722	0.6281638619267068
CA8	Autoimmune diseases	AUTOIMMUNE	5319	1.495690561662012e-119	1.1265725429163245e-06	4.97931129912368e-114	0.37442227996268995	0.6255765934647689
SPINK8	Hypertension	I9_HYPTENS	2470	2.755797007627944e-97	3.6025254793319035e-06	2.912442171103896e-92	0.38011015662661984	0.6198862408478872
PILRB	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	C3_OTHER_SKIN_EXALLC	3754	0.0	0.00213696772777553	0.0	0.37813564177599984	0.6197273904959103
PIK3IP1	Hypertension	I9_HYPTENS	5764	0.0	0.01887801644598771	0.0	0.36298485710881434	0.6181371264452468
PILRB	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancers)	C3_SKIN_EXALLC	3754	0.0	0.0013332784089899765	0.0	0.3825445384575393	0.6161221831335443
CPVL	Lichen ruber planus, wide definition including periferal and oral lichen planus	K11_LICHEN_PLANUS_WIDE	6346	0.0	0.0024826217039685496	0.0	0.3853324489352232	0.6121849293607856
TLR1	Childhood allergy (age < 16)	CHILDHOOD_ALLERGY	6268	2.531613639062049e-123	2.1834668983383326e-05	4.5062163016726233e-119	0.38804034227370615	0.6119378230573141
SMPD3	Lichen sclerosus et atrophicus	L12_LICHENSCLERATROPH	3769	2.6941222678345795e-41	0.002861910534027583	3.6724214303839776e-39	0.38950612428435544	0.6076319651816121
EVI2B	Coxarthrosis, primary, with hip surgery	M13_ARTHTROSIS_COX_PRIM_HIPSURG	4491	2.6862592304913106e-40	0.0027943250877948663	3.7721944815532383e-38	0.3917892399034203	0.6054164350087778
CA8	Disorders of lipoprotein metabolism and other lipidaemias	E4_LIPOPROT	5319	2.511574492204236e-115	0.01892190891844579	5.038626362462962e-114	0.3790021500157551	0.6020759410658207
FES	Statin medication	RX_STATIN	5936	0.0	0.005192642195001754	0.0	0.3997536686709399	0.5950536891340557
