Rank	Disease	Category	Protein	Gene	Protein_class	Immune_class	Plasma_detectability	PIRS_coefficient	PIRS_direction	CV_stability	Sensitivity_contrib	Specificity_contrib	AUROC_contrib	MR_OR	MR_FDR	MR_support	Coloc_PP_H4	Coloc_support	pQTL_support	Protein_level_causal	Replication	Known_drug_status	Druggability	Novelty_score_PINS	Novelty_tier	Novelty_tier_label	Causal_predictive_concordance	Therapeutic_direction	Biomarker_or_target	Best_figure_panel	Best_validation_experiment	Final_recommendation
64	Obesity	Metabolic	Plasma protease C1 inhibitor	SERPING1	Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.155	1.15e-03	yes	0.484	no	no	no	not tested	not an approved target	Low-moderate	2.405	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
65	Hypertension	Cardiovascular	Latent-transforming growth factor beta-binding protein 2	LTBP2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.868	1.00e-02	yes	0.605	no	no	no	not tested	not an approved target	Low-moderate	2.339	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
66	Type 1 diabetes	Metabolic	CD226 antigen	CD226	CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	CD/Leukocyte surface	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.802	4.10e-02	yes	0.704	no	no	no	not tested	not an approved target	Low-moderate	2.315	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
67	Venous thromboembolism	Cardiovascular	Tetraspanin-15	TSPAN15	Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.732	5.47e-08	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	2.286	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
68	Dementia	Neuro/Aging	Testis-expressed protein 101	TEX101	Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.334	3.70e-06	yes	0.0	no	no	no	not tested	not an approved target	Moderate	2.253	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
69	Dementia	Neuro/Aging	Cysteine-rich motor neuron 1 protein	CRIM1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.277	3.15e-02	yes	0.616	no	no	no	not tested	not an approved target	Low-moderate	2.249	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
70	Type 2 diabetes	Metabolic	Arginase-1	ARG1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.922	3.25e-09	yes	NA	no	no	no	not tested	not an approved target	Uncertain	2.198	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
71	Ankylosing spondylitis	Autoimmune	Dyslexia-associated protein KIAA0319	KIAA0319	Disease related genes, Human disease related genes, Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.648	7.82e-06	yes	NA	no	no	no	not covered	not an approved target	Moderate	2.188	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
72	Coeliac disease	Autoimmune	Interleukin-1 receptor-like 1	IL1RL1	Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.712	4.43e-02	yes	0.719	no	no	no	not tested	not an approved target	Moderate	2.156	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
73	Hypertension	Cardiovascular	Mth938 domain-containing protein	AAMDC	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.947	7.95e-03	yes	0.727	no	no	no	not tested	not an approved target	Uncertain	2.147	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
74	Type 2 diabetes	Metabolic	N-fatty-acyl-amino acid synthase/hydrolase PM20D1	PM20D1	Enzymes, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.064	4.02e-02	yes	0.034	no	no	no	not tested	not an approved target	Low-moderate	2.146	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
75	Dementia	Neuro/Aging	Paired immunoglobulin-like type 2 receptor alpha	PILRA	Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.552	1.69e-02	yes	0.599	no	no	no	not tested	not an approved target	Moderate	2.12	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
76	Alzheimer's disease	Neuro/Aging	Testis-expressed protein 101	TEX101	Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.473	1.90e-05	yes	0.0	no	no	no	not tested	not an approved target	Moderate	2.111	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
77	Hypertension	Cardiovascular	Microtubule-associated protein tau	MAPT	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.574	1.03e-03	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	2.098	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
78	Type 2 diabetes	Metabolic	Nodal modulator 1	NOMO1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.097	2.38e-04	yes	0.535	no	no	no	not tested	not an approved target	Low-moderate	2.093	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
79	Hypertension	Cardiovascular	Switch-associated protein 70	SWAP70	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.898	5.03e-06	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	2.06	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
80	Glaucoma	Neuro/Aging	Spondin-2	SPON2	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.272	4.68e-03	yes	0.75	no	no	no	not tested	not an approved target	Low-moderate	2.049	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
81	Type 2 diabetes	Metabolic	Protein sprouty homolog 2	SPRY2	Disease related genes, Plasma proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.335	8.88e-07	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	2.044	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
82	Psoriasis	Autoimmune	Receptor tyrosine-protein kinase erbB-3	ERBB3	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.739	1.50e-02	yes	0.0	no	no	no	replicated	not an approved target	Moderate	2.031	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
83	Coronary heart disease	Cardiovascular	Lipoprotein lipase	LPL	Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.932	2.31e-03	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	2.027	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
84	Venous thromboembolism	Cardiovascular	Mth938 domain-containing protein	AAMDC	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.909	1.16e-02	yes	0.625	no	no	no	not tested	not an approved target	Uncertain	2.013	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
85	Osteoporosis	Neuro/Aging	Seizure protein 6 homolog	SEZ6	Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.194	8.68e-03	yes	0.731	no	no	no	not tested	not an approved target	Low-moderate	1.977	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
86	Osteoporosis	Neuro/Aging	Dipeptidase 2	DPEP2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.804	3.15e-02	yes	0.793	no	no	no	not tested	not an approved target	Low-moderate	1.926	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
87	Coeliac disease	Autoimmune	Tumor necrosis factor ligand superfamily member 8	TNFSF8	Cancer-related genes, CD markers, Predicted membrane proteins	TNF superfamily	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.76	1.84e-02	yes	0.688	no	no	no	not covered	not an approved target	Low-moderate	1.869	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
88	Chronic kidney disease	Renal	Mth938 domain-containing protein	AAMDC	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.885	4.09e-02	yes	0.589	no	no	no	not tested	not an approved target	Uncertain	1.867	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
89	Type 2 diabetes	Metabolic	Phosphoinositide-3-kinase-interacting protein 1	PIK3IP1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.056	4.00e-03	yes	0.051	no	no	no	not tested	not an approved target	Low-moderate	1.864	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
90	Hypertension	Cardiovascular	Microtubule-associated protein RP/EB family member 3	MAPRE3	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.838	5.54e-05	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.851	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
91	Glaucoma	Neuro/Aging	Annexin A11	ANXA11	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.192	6.55e-05	yes	0.004	no	no	no	not tested	not an approved target	Uncertain	1.841	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
92	Hypertension	Cardiovascular	Tumor necrosis factor ligand superfamily member 12	TNFSF12	Predicted intracellular proteins, Predicted secreted proteins	TNF superfamily	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.059	9.46e-06	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.838	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
93	Glaucoma	Neuro/Aging	Tumor necrosis factor ligand superfamily member 13	TNFSF13	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	TNF superfamily	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.9	1.85e-02	yes	0.659	no	no	no	not tested	not an approved target	Low-moderate	1.838	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
94	Hypertension	Cardiovascular	Tumor necrosis factor receptor superfamily member 16	NGFR	Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins, Transporters	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.633	1.00e-05	yes	0.002	no	no	no	not tested	not an approved target	Low-moderate	1.835	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
95	Type 2 diabetes	Metabolic	B-cell antigen receptor complex-associated protein beta chain	CD79B	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins	Ig/B-cell/Fc	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.813	2.51e-02	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	1.82	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
96	Dementia	Neuro/Aging	Scavenger receptor class F member 1	SCARF1	Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.989	1.70e-02	yes	0.618	no	no	no	not tested	not an approved target	Low-moderate	1.805	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
97	Venous thromboembolism	Cardiovascular	Transforming growth factor beta-2 proprotein	TGFB2	Cancer-related genes, Disease related genes, Human disease related genes, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.9	1.16e-02	yes	0.573	no	no	no	not tested	not an approved target	Low-moderate	1.794	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
98	Dementia	Neuro/Aging	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	CD markers, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.828	3.97e-02	yes	0.662	no	no	no	not tested	not an approved target	Low-moderate	1.775	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
99	Coronary heart disease	Cardiovascular	Aminopeptidase N	ANPEP	CD markers, Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.041	6.52e-03	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.771	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
100	Hypertension	Cardiovascular	Solute carrier family 12 member 2	SLC12A2	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.121	4.56e-02	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	1.768	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
101	Type 2 diabetes	Metabolic	Platelet factor 4	PF4	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins	Chemokine axis	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.714	4.02e-02	yes	0.642	no	no	no	not tested	not an approved target	Low-moderate	1.755	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
102	Dementia	Neuro/Aging	Hepatitis A virus cellular receptor 2	HAVCR2	CD markers, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Immune checkpoint	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.814	1.24e-02	yes	0.516	no	no	no	not tested	not an approved target	Low-moderate	1.731	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
103	Atrial fibrillation	Cardiovascular	Pro-adrenomedullin	ADM	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.115	4.78e-03	yes	0.423	no	no	no	not tested	not an approved target	Low-moderate	1.72	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
104	Type 2 diabetes	Metabolic	Neural proliferation differentiation and control protein 1	NPDC1	Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.085	4.21e-05	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.708	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
105	Dementia	Neuro/Aging	Paired immunoglobulin-like type 2 receptor beta	PILRB	Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.049	2.26e-02	yes	0.533	no	no	no	not tested	not an approved target	Low-moderate	1.695	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
