gene_symbol	disease	immune_class	OR	FDR	PP_H4	pqtl_OR	pqtl_p	pqtl_PPH4	two_population_validated	druggability	fda_target	category_label	tier	action	novelty_priority
PLAUR	Coronary atherosclerosis	Immune-cell-enriched	1.4336001789743753	0.0039758870475332	0.98671845140571	0.9829761884623572	0.7396302860527735	0.0050655929134038	True	3	1	NOVEL colocalized	2	block / antagonise	3.966831643832579
PROCR	Other embolism and thrombosis	Immune-cell-enriched	0.3937646161545983	6.661147354823532e-08	0.0003272820810947				False	3	1	novel nomination	4	agonise / replace	3.935617473876104
MAPT	Hypertension	Immune-cell-enriched	1.5741270163303778	0.0084364124951316	1.0335211152450364e-06				False	3	1	novel nomination	4	block / antagonise	3.914769472271594
FES	Diseases of arteries, arterioles and capillaries (FINNGEN)	Immune-cell-enriched	0.8319717857224632	4.617893576200078e-06	0.8465706788489799				False	0	0	NOVEL colocalized	3	agonise / replace	3.913681894856509
PLAUR	Angina pectoris	Immune-cell-enriched	1.6343151706301058	3.5370441860658856e-05	0.9940065044922056	1.0997891395920556	0.1078084469945044	0.0022072902411653	False	3	1	NOVEL colocalized	3	block / antagonise	3.884278407448977
IFNGR2	Cardiovascular diseases (excluding rheumatic etc)	Interferon axis	1.0514795038664553	0.0097793766362862	0.9736162515866412				False	3	1	NOVEL colocalized	3	block / antagonise	3.875554017071846
PVR	Statin medication	Immune-cell-enriched	0.7586012227110126	1.452988202011192e-07	4.29117357870438e-45	1.7456758900214877	0.0	0.0260881779451	False	2	0	novel nomination	4	agonise / replace	3.867547582415308
SWAP70	Hypertension	Immune-cell-enriched	0.8981950163318115	4.819561437260463e-05	3.926138941246438e-06	0.8844916714470081	4.089945782048687e-08	2.341706973301736e-05	False	0	0	novel nomination	4	agonise / replace	3.8634024219784457
PLAU	Abdominal aortic aneurysm (AAA)	Immune-cell-enriched	1.5702305386975732	0.0154242546048993	0.983393067926804				False	1	0	NOVEL colocalized	3	block / antagonise	3.84575223084184
PROCR	Pulmonary embolism	Immune-cell-enriched	0.5524636896992488	2.545587160825277e-07	0.0061873137574639				False	3	1	novel nomination	4	agonise / replace	3.825029719385963
FES	Atrial fibrillation and flutter with reimbursement	Immune-cell-enriched	0.8524652064825962	6.869701609959481e-05	0.9870629516873572				False	0	0	NOVEL colocalized	3	agonise / replace	3.81967537696722
SWAP70	Hypertension, essential	Immune-cell-enriched	0.8949588378202316	8.10524037984698e-05	8.290955454860937e-06	0.880693029456251	6.636297333884046e-08	1.584669908410962e-05	False	0	0	novel nomination	4	agonise / replace	3.81825511107677
ACE	Statin medication	Immune-cell-enriched	1.32888740080377	0.0427660252398549	0.0255560743480422				False	3	1	novel nomination	4	block / antagonise	3.799336296761559
CRIM1	Varicose veins	Immune-cell-enriched	0.7787312213399475	0.004456980306756	0.8267049933764232	0.975979905000875	0.8105733570106337	0.0219994497227285	False	1	0	NOVEL colocalized	3	agonise / replace	3.796896850345865
SWAP70	Diseases of arteries, arterioles and capillaries (FINNGEN)	Immune-cell-enriched	0.8205713146052817	0.002894705407981	0.2586432535785519	0.7819290839224459	3.3875494631629977e-07	0.5493658435334144	False	0	0	novel nomination	4	agonise / replace	3.766322379081454
CRIM1	Phlebitis and thrombophlebitis (not including DVT)	Immune-cell-enriched	0.6666815794552065	0.0339902731446065	0.9414567741076386	0.9755059130178074	0.8939808718883551	0.0160978376986609	False	1	0	NOVEL colocalized	3	agonise / replace	3.7351858431932703
MERTK	Hypertension	Immune-cell-enriched	1.062439129279221	4.899940150507781e-05	0.8717894380259383				False	1	0	NOVEL colocalized	3	block / antagonise	3.733751282937091
FES	Atrial fibrillation and flutter	Immune-cell-enriched	0.878125773021931	0.0002195655257414	0.9908787169742403				False	0	0	NOVEL colocalized	3	agonise / replace	3.722565886572364
FES	Other heart diseases	Immune-cell-enriched	0.9054619389673416	0.0002501342138823	0.9919292351137344				False	0	0	NOVEL colocalized	3	agonise / replace	3.712294615213036
EFNA1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.5894835327425846	0.0002993819271604	0.0032953908832865				True	1	0	novel nomination	3	agonise / replace	3.708050274949358
PIK3IP1	Coronary atherosclerosis	Immune-cell-enriched	1.0691167335367644	0.0189798143538556	0.8390414279417545				False	1	0	NOVEL colocalized	3	block / antagonise	3.683383035907171
FES	Coronary atherosclerosis	Immune-cell-enriched	0.8893360577062895	5.175969257873033e-06	0.1198247055697065				True	0	0	novel nomination	3	agonise / replace	3.6770263679253583
MERTK	Hypertension, essential	Immune-cell-enriched	1.061862953916733	0.0002799028768259	0.9138535083902236				False	1	0	NOVEL colocalized	3	block / antagonise	3.6244520359615904
ASGR1	Statin medication	Immune-cell-enriched	1.2746120820603792	5.649787717141574e-06	0.0493400517652911	1.4691639597227166	7.0832228971085e-14	0.8164028183810665	False	1	0	novel nomination	1	block / antagonise	3.5989336257414397
PSRC1	Unstable angina pectoris	Immune-cell-enriched	0.8596044631521627	0.0011000243170171	0.9918018409057344				True	0	0	NOVEL colocalized	2	agonise / replace	3.583521383759614
PROCR	Phlebitis and thrombophlebitis (not including DVT)	Immune-cell-enriched	0.5385678021165029	7.328457522857267e-06	1.546115595212222e-05				False	3	1	novel nomination	4	agonise / replace	3.527012946167836
FES	Major coronary heart disease event	Immune-cell-enriched	0.8904816949537475	1.2775785136506686e-05	0.0330073421947021				True	0	0	novel nomination	3	agonise / replace	3.5117298223515565
PF4	Statin medication	Chemokine axis	0.2071215246153886	6.091515551074907e-88	5.579940459986777e-08				False	1	0	novel nomination	4	agonise / replace	3.5000000557994047
SORT1	Statin medication	Immune-cell-enriched	0.4337345248700767	7.9679301819475e-40	3.8207195348065095e-20	1.0528061748937636	0.332730862125556	0.0400462341177133	False	1	0	novel nomination	4	agonise / replace	3.5
PLAUR	Coronary artery bypass grafting	Immune-cell-enriched	2.0613424401681257	0.0018220287255026	0.949369535352162	1.1222240778058623	0.2536083308788477	0.0189056958824052	False	3	1	NOVEL colocalized	3	block / antagonise	3.497258491425323
SCARB1	Coronary artery bypass grafting	Immune-cell-enriched	0.7387693137801271	3.347602840000159e-08	0.992601700942824				False	1	0	NOVEL colocalized	3	agonise / replace	3.4876549154171546
FES	Hard cardiovascular diseases	Immune-cell-enriched	0.9093076993741	0.0001033275162811	0.6754897917821003				False	0	0	novel nomination	4	agonise / replace	3.4726465937362043
LPL	Coronary atherosclerosis	Immune-cell-enriched	0.927942210071436	0.0051921613478377	2.7836752399373993e-10				True	3	1	novel nomination	3	agonise / replace	3.456930364313941
FES	Ischaemic heart disease, wide definition	Immune-cell-enriched	0.909080012154113	8.452536115913447e-05	0.1370436926239012				True	0	0	novel nomination	3	agonise / replace	3.4516462856057064
LPL	Ischaemic heart disease, wide definition	Immune-cell-enriched	0.936283187908848	0.0059056948521173	6.300818268844293e-08				True	3	1	novel nomination	3	agonise / replace	3.445745862374864
PIK3IP1	Hypertension	Immune-cell-enriched	1.0484890304176304	0.028352760067329	0.6181371264452468				False	1	0	novel nomination	4	block / antagonise	3.427618057900594
PLAUR	Abdominal aortic aneurysm (AAA)	Immune-cell-enriched	2.94803810474559	0.0078042476287217	0.9978479829946448	1.1442592251351067	0.405748747898941	0.021318858557628	False	3	1	NOVEL colocalized	3	block / antagonise	3.4193817747742594
FES	Calcific aortic valvular stenosis, operated	Immune-cell-enriched	0.8467468889359335	0.0105585411147618	0.9930959687750264				False	0	0	NOVEL colocalized	3	agonise / replace	3.3883751856956623
LRP1	Coronary atherosclerosis	Immune-cell-enriched	0.5483081326804462	0.0080584086412413	0.968363418061256	1.1516961887734989	0.1057598009989688	0.037889688892556	True	1	0	NOVEL colocalized	2	agonise / replace	3.38711356073159
SWAP70	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	0.9212758966974428	0.0162082530911837	0.0006893473374949	0.9267918169801266	0.000510586162957	0.0013898191836123	False	0	0	novel nomination	4	agonise / replace	3.3587421054256863
PLAUR	Coronary angioplasty	Immune-cell-enriched	1.7614424343882962	0.0150793773955938	0.9898904502855844	1.0845373076669915	0.3563818065317674	0.0122335326298207	False	3	1	NOVEL colocalized	3	block / antagonise	3.3542137681756508
LPL	Major coronary heart disease event	Immune-cell-enriched	0.9316830096525952	0.018598724123518	3.791162104921719e-06				True	3	1	novel nomination	3	agonise / replace	3.3461071606531583
FES	Myocardial infarction, strict	Immune-cell-enriched	0.8779495165705917	0.0009280847199209	0.2340279928512209				True	0	0	novel nomination	3	agonise / replace	3.3405104683585765
ADM	Varicose veins	Immune-cell-enriched	1.1704400457390047	2.884658654329078e-07	0.0066187499245756	0.9584397453623612	0.6940278138402203	0.0363534872579443	False	1	0	novel nomination	4	block / antagonise	3.314599863952184
FES	Coronary artery bypass grafting	Immune-cell-enriched	0.8323596181476466	0.0025267376423689	0.7873569552137946				False	0	0	novel nomination	4	agonise / replace	3.3068449251429604
TNFSF12	Hypertension	TNF superfamily	1.059272096895342	9.38051580092912e-05	1.8018632630945025e-08	1.0889280916724966	1.3659786635145112e-08	3.158638572619712e-08	True	1	0	novel nomination	3	block / antagonise	3.3055546741522357
CD79B	Cardiovascular diseases (excluding rheumatic etc)	Ig/B-cell/Fc	0.8195783174100136	0.0362592817256412	0.000440304975444				False	3	1	novel nomination	4	agonise / replace	3.288556465628511
EFNA1	Varicose veins	Immune-cell-enriched	0.4893400453009115	0.0001183484537498	1.8256682085138925e-05				False	1	0	novel nomination	4	agonise / replace	3.285385739053427
LCN2	Statin medication	Immune-cell-enriched	0.8528537612272838	0.0001243400389492	0.9913848337365824				False	1	0	NOVEL colocalized	3	agonise / replace	3.272462633921823
PPP3R1	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	1.070344747075329	0.0321682922665358	0.8262133292276294	1.135720100763456	0.0866690763920092	0.0291476406737893	False	2	1	NOVEL colocalized	3	block / antagonise	3.124727728044476
NGFR	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	0.6533640598248479	0.0004031774544315	0.9317257403658774				False	1	0	NOVEL colocalized	3	agonise / replace	3.110626492667348
PSRC1	Abdominal aortic aneurysm (AAA)	Immune-cell-enriched	0.7501091186093694	0.0010392953488473	0.9930245747861516				False	0	0	NOVEL colocalized	3	agonise / replace	3.089676778047166
PSRC1	Diseases of arteries, arterioles and capillaries (FINNGEN)	Immune-cell-enriched	0.8701201176627011	0.0011826136241467	0.987376401489584				False	0	0	NOVEL colocalized	3	agonise / replace	3.072807825904565
SCARB1	Coronary revascularization (ANGIO or CABG)	Immune-cell-enriched	0.823942742184763	4.15504005228093e-06	0.995692225890369				False	1	0	NOVEL colocalized	3	agonise / replace	3.071977182990735
PLAUR	Hard cardiovascular diseases	Immune-cell-enriched	1.3801596582730442	0.0037467296652844	0.5718308470943568	1.0406589356373324	0.3862507673777178	0.0065942321571233	False	3	1	novel nomination	4	block / antagonise	3.0571003753082984
AMIGO1	Statin medication	Immune-cell-enriched	0.8466871379006695	2.462082517543251e-11	1.418833149639916e-156	0.8815444210209734	0.2420622305705748	0.0533199250372697	False	1	0	novel nomination	4	agonise / replace	3.0
FES	Statin medication	Immune-cell-enriched	0.939486784738881	0.0102635618717422	0.5950536891340557				False	0	0	novel nomination	4	agonise / replace	2.9927940681915057
ADM	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	1.0893533173751386	0.0061204152343437	0.0206778109578162	1.0945773002025203	0.2754411628269948	0.0280944637552308	True	1	0	novel nomination	3	block / antagonise	2.963321633461164
ADM	Other disorders of veins	Immune-cell-enriched	1.1583388675116797	0.0133004280019705	0.5274074841983949	0.9468520102040454	0.7080707706061338	0.0315187112802998	False	1	0	novel nomination	4	block / antagonise	2.902634360878613
EFNA1	Other disorders of veins	Immune-cell-enriched	0.4548916436590063	0.0139199181084867	0.006497875473509				False	1	0	novel nomination	4	agonise / replace	2.8777705394119475
PROCR	Angina pectoris	Immune-cell-enriched	0.7816105554103749	0.0183389670602363	0.0024805286069629				False	3	1	novel nomination	4	agonise / replace	2.849805554517621
JMJD1C	Hypertension	Immune-cell-enriched	1.6671465461882875	0.000502065711949	0.1890030739110917				False	0	0	novel nomination	4	block / antagonise	2.8488509613708644
CDAN1	Calcific aortic valvular stenosis, operated	Immune-cell-enriched	2.33123514457557	1.2715807012911694e-05	0.8399003141795894				False	1	0	NOVEL colocalized	3	block / antagonise	2.819031528573628
SCARB1	Coronary atherosclerosis	Immune-cell-enriched	0.8975879515659257	0.0034683955010659	0.8204255382703224				True	1	0	NOVEL colocalized	2	agonise / replace	2.812399815426615
FES	Coronary revascularization (ANGIO or CABG)	Immune-cell-enriched	0.8606475512565883	0.0001017421077438	0.0051951061014866				False	0	0	novel nomination	4	agonise / replace	2.8036949600085297
VAT1	Varicose veins	Immune-cell-enriched	0.8659983467761071	0.0006365988371344	0.1518599988168766				True	0	0	novel nomination	3	agonise / replace	2.791086830623585
TMEM106A	Varicose veins	Immune-cell-enriched	0.7962707195706298	0.0006628089361557	0.146018794952726				False	1	0	novel nomination	4	agonise / replace	2.7817411239420267
TSPAN15	Venous thromboembolism	Immune-cell-enriched	0.7318646631299554	4.331175869016915e-07	6.584747121739462e-30				True	1	0	novel nomination	3	agonise / replace	2.772678836244433
PSRC1	Heart failure and coronary heart disease	Immune-cell-enriched	0.878730646081577	0.0294793864425622	0.9637343794125824				False	0	0	NOVEL colocalized	3	agonise / replace	2.7698306913593216
SCARB1	Major coronary heart disease event	Immune-cell-enriched	0.9072242638039276	0.0298988980159263	0.955567799016398				True	1	0	NOVEL colocalized	2	agonise / replace	2.760436762651993
ADM	Atrial fibrillation and flutter	Immune-cell-enriched	1.1149083465239968	0.0375920686777888	0.4225282600616124	1.120876605890616	0.327154727402088	0.0328346605295173	False	1	0	novel nomination	4	block / antagonise	2.707509014974033
THBD	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.929126100039842	0.0334143970374397	0.8958924460638279				True	1	0	NOVEL colocalized	2	agonise / replace	2.69110572032592
MAPRE3	Hypertension	Immune-cell-enriched	0.8382669413697186	0.0005451156335936	1.2284103307296088e-45				False	0	0	novel nomination	4	agonise / replace	2.652702272497021
STX3	Other embolism and thrombosis	Immune-cell-enriched	0.6116509210353903	0.0096148211343015	0.6736679203514003				False	1	0	novel nomination	4	agonise / replace	2.5770796784681886
MAPRE3	Hypertension, essential	Immune-cell-enriched	0.8368114869115209	0.0014832973913281	5.575779429186069e-44				False	0	0	novel nomination	4	agonise / replace	2.565754353413408
THBD	Varicose veins	Immune-cell-enriched	0.8878799753888768	0.0004575078355602	0.8976464584268575				False	1	0	NOVEL colocalized	3	agonise / replace	2.565566751134816
SORT1	Ischaemic heart disease, wide definition	Immune-cell-enriched	0.6869391703423435	0.0016872784152532	1.770661775793454e-15	0.9549325149910391	0.4886633707165104	0.0152749269334301	True	1	0	novel nomination	3	agonise / replace	2.5545626498447542
JMJD1C	Hypertension, essential	Immune-cell-enriched	1.5858372227233082	0.013174772607341	0.1697103905319685				False	0	0	novel nomination	4	block / antagonise	2.5457617649008477
SORT1	Coronary atherosclerosis	Immune-cell-enriched	0.6571327078647082	0.0020125461957679	7.858749556378399e-19	0.9988750078267792	0.9880400545461908	0.0569656406040853	True	1	0	novel nomination	3	agonise / replace	2.539250828419415
TNFSF12	Hypertension, essential	TNF superfamily	1.0544778761509372	0.0028336174219331	5.917848127738195e-09	1.0812565045643387	7.367067758057289e-07	8.634296761258485e-09	False	1	0	novel nomination	4	block / antagonise	2.5095317631123586
FES	Atherosclerosis, excluding cerebral and coronary sclerosis	Immune-cell-enriched	0.8736616867668404	0.0103888250237408	0.105011589115751				False	0	0	novel nomination	4	agonise / replace	2.5016983027912514
FES	Angina pectoris	Immune-cell-enriched	0.8993157243625874	0.0035411963943223	0.0021589735908877				False	0	0	novel nomination	4	agonise / replace	2.4923289709218275
IL1RN	Hypertension	Cytokine/Interleukin	0.8305428779673497	0.0435337608524896	0.1779421062435512	1.1438229228914536	0.0830872587814282	0.0293566103548016	False	1	0	novel nomination	4	agonise / replace	2.450176868805957
ADM	Other heart diseases	Immune-cell-enriched	1.0906320803894327	0.0217403992989797	0.1117276253272407	1.062974854687675	0.4992191195892035	0.0326481737731426	False	1	0	novel nomination	4	block / antagonise	2.4442741220528896
ADM	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	1.0704629835581871	0.0088084123233094	0.0012755214797816	1.0589625189151803	0.3970230948538282	0.0334166610623265	False	1	0	novel nomination	4	block / antagonise	2.412295994311865
PDLIM7	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.7836556111360843	0.0077026311849418	0.9835208606723478				False	0	0	NOVEL colocalized	3	agonise / replace	2.406193039951964
TSPAN15	Pulmonary embolism	Immune-cell-enriched	0.632460994980819	9.429460011224448e-08	1.80818986517925e-15				False	1	0	novel nomination	4	agonise / replace	2.4051026353838245
ADM	Hypertension, essential	Immune-cell-enriched	1.0743363402132895	0.0122785147684462	2.9745175686497472e-08	1.0622658276753312	0.4052731458067078	0.0428121863405009	False	1	0	novel nomination	4	block / antagonise	2.382170862359365
ADM	Hypertension	Immune-cell-enriched	1.0699589450331417	0.0140330910231028	6.258705334462916e-09	1.0310686616506892	0.658238910080212	0.0444937094113491	False	1	0	novel nomination	4	block / antagonise	2.3705693378203674
SLC16A1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.7977315639320371	0.0103403455498788	0.9655222307431096				False	1	0	NOVEL colocalized	3	agonise / replace	2.362615220324251
IL6	Calcific aortic valvular stenosis, operated	Cytokine/Interleukin	0.4730318296653574	0.0202423127109498	1.2280221762357978e-10	1.317242846024597	0.0516909671281775	0.0133602275120215	False	3	1	novel nomination	4	agonise / replace	2.3387479741787294
IL4	Varicose veins	Cytokine/Interleukin	0.7686831691577257	0.0254473846181899	7.3380129548073405e-09	1.0770237010675665	0.4261586104257042	0.0766139548983777	False	3	1	recovered known axis	4	agonise / replace	2.318871376559489
NGFR	Hypertension	Immune-cell-enriched	0.6333947538585684	0.0001016088028641	0.001856944055482				False	1	0	novel nomination	4	agonise / replace	2.300470677131857
LDLR	Angina pectoris	Immune-cell-enriched	0.5686899820534884	0.0319895583649357	1.1962204352289612e-10	0.8211859792227609	0.0117613253212542	0.0656297987814768	False	1	0	novel nomination	4	agonise / replace	2.29899835123375
PTPRM	Cardiomyopathy	Immune-cell-enriched	1.2169805444538542	0.0433374630098266	0.9786934908493752				False	1	0	NOVEL colocalized	3	block / antagonise	2.2513207940538256
PDLIM7	Venous thromboembolism	Immune-cell-enriched	0.7184121014283523	0.0381407557588447	0.954968490081428				False	0	0	NOVEL colocalized	3	agonise / replace	2.2386906312138724
